problem_id,ascents,ratings,ratings_average,popularity,featured
2735,4,4,3.3,43,false
2736,14,15,3.5,171,false
2737,8,11,3.2,81,false
2738,,3,,0,false
2739,5,2,2.0,20,false
2740,14,8,3.0,126,false
2741,,,,0,false
2742,11,5,3.6,142,false
2743,108,74,3.7,1478,true
2744,34,20,3.6,440,false
2745,34,30,3.4,393,false
2746,7,2,2.5,43,false
2747,36,14,2.6,243,false
2748,,4,,0,false
2749,2,3,3.7,27,false
2750,6,10,3.1,57,false
2751,11,15,3.1,105,false
2752,30,23,3.6,388,false
2753,17,9,3.8,245,false
2754,,4,,0,false
2755,11,7,3.6,142,false
2756,24,10,3.4,277,false
2757,4,1,3.0,36,false
2758,,4,,0,false
2759,,4,,0,false
2760,2,1,4.0,32,false
2761,12,11,4.4,232,false
2762,6,4,4.3,110,false
2763,4,2,3.0,36,false
2764,9,8,3.4,104,false
2765,5,2,3.5,61,false
2766,,4,,0,false
2767,5,3,3.7,68,false
2768,28,25,2.8,219,false
2769,,3,,0,false
2770,20,14,3.9,304,false
2771,10,5,3.6,129,false
2772,13,8,3.8,187,false
2773,35,18,3.4,404,false
2774,5,2,3.0,45,false
2775,14,6,2.5,87,false
2776,5,3,3.0,45,false
2777,3,1,4.0,48,false
2778,12,8,3.8,173,false
2779,71,83,3.8,1025,false
2780,,,,0,false
2781,,4,,0,false
2782,5,2,3.0,45,false
2783,13,8,4.0,208,false
2784,33,26,3.9,501,false
2785,3,2,4.0,48,false
2786,5,2,4.0,80,false
2787,,,,0,false
2788,,4,,0,false
2789,5,1,4.0,80,false
2790,13,7,3.1,124,false
2791,13,10,4.0,208,false
2792,5,4,3.8,72,false
2793,5,3,3.0,45,false
2794,4,2,4.0,64,false
2795,6,5,3.6,77,false
2796,5,4,4.3,92,false
2797,67,85,3.7,917,false
2798,9,5,2.6,60,false
2799,3,2,3.0,27,false
2800,6,3,3.0,54,false
2801,5,8,2.6,33,false
2802,30,35,3.1,288,false
2803,16,16,3.5,196,false
2804,62,65,3.1,595,false
2805,5,1,2.0,20,false
2806,27,10,3.8,389,false
2807,5,3,3.0,45,false
2808,3,1,3.0,27,false
2809,18,6,3.8,259,false
2810,30,36,2.6,202,false
2811,8,6,3.5,98,false
2812,32,48,3.7,438,false
2813,3,2,3.5,36,false
2814,11,7,3.9,167,false
2815,,2,4.0,0,false
2816,12,7,3.0,108,false
2817,12,9,3.4,138,false
2818,,,,0,false
2819,7,4,3.8,101,false
2820,,,,0,false
2821,10,6,3.0,90,false
2822,11,8,3.4,127,false
2823,8,7,4.3,147,false
2824,,1,,0,false
2825,2,9,3.4,23,false
2826,,,,0,false
2827,4,1,3.0,36,false
2828,,1,3.0,0,false
2829,4,3,3.3,43,false
2830,3,1,2.0,12,false
2831,2,3,3.0,18,false
2832,3,1,3.0,27,false
2833,5,6,2.7,36,false
2834,,,,0,false
2835,50,52,4.0,800,false
2836,2,2,3.5,24,false
2837,1,1,4.0,16,false
2838,2,2,4.0,32,false
2839,111,118,3.7,1519,true
2840,26,32,3.8,375,false
2841,12,11,2.6,81,false
2842,,,,0,false
2843,5,6,3.7,68,false
2844,1,2,3.0,9,false
2845,1,2,4.0,16,false
2846,1,2,4.0,16,false
2847,1,2,3.0,9,false
2848,,,,0,false
2849,,,,0,false
2850,2,7,2.1,8,false
2851,36,45,3.8,519,false
2852,8,8,3.8,115,false
2853,12,8,3.6,155,false
2854,1,2,3.0,9,false
2855,4,3,3.3,43,false
2856,1,2,3.0,9,false
2857,184,198,4.2,3245,true
2858,30,29,4.1,504,false
2859,11,6,3.5,134,false
2860,15,9,3.2,153,false
2861,5,1,3.0,45,false
2862,,1,3.0,0,false
2879,,,,0,false
2880,10,5,2.6,67,false
2881,23,9,2.9,193,false
2882,21,12,2.8,164,false
2883,52,34,2.9,437,false
2884,189,177,3.9,2874,true
2885,18,20,3.6,233,false
2886,84,77,3.1,807,false
2887,4,5,3.8,57,false
2888,101,108,4.4,1955,true
2889,152,156,3.6,1969,true
2890,17,12,4.0,272,false
2891,,,,0,false
2892,294,293,4.2,5186,true
2893,253,246,4.1,4252,true
2894,4,4,2.5,25,false
2895,4,2,2.5,25,false
2896,6,4,3.3,65,false
2897,24,27,3.2,245,false
2898,24,23,4.0,384,false
2899,5,3,2.3,26,false
2900,6,3,2.7,43,false
2901,6,5,2.6,40,false
2902,662,645,4.2,11677,true
2903,6,4,3.3,65,false
2904,68,67,2.2,329,false
2905,27,16,3.1,259,false
2906,,,,0,false
2907,11,6,2.5,68,false
2908,,,,0,false
2909,26,21,3.3,283,false
2910,19,18,3.3,206,false
2911,442,447,3.4,5109,true
2912,115,104,3.7,1574,true
2913,3,1,3.0,27,false
2914,5,3,3.0,45,false
2915,5,5,2.0,20,false
2916,16,9,2.9,134,false
2917,10,5,2.8,78,false
2918,21,13,3.4,242,false
2919,13,11,3.3,141,false
2920,6,5,3.2,61,false
2921,5,3,3.3,54,false
2922,10,4,3.3,108,false
2923,3,4,3.8,43,false
2924,6,4,4.0,96,false
2925,5,3,3.0,45,false
2926,1,1,5.0,25,false
2927,5,2,3.5,61,false
2928,3,4,2.8,23,false
2929,5,6,3.0,45,false
2930,2,1,3.0,18,false
2931,2,1,5.0,50,false
2932,3,2,3.0,27,false
2933,3,2,3.0,27,false
2934,7,3,3.3,76,false
2935,11,5,3.0,99,false
2936,10,7,3.1,96,false
2937,7,4,2.8,54,false
2938,5,2,3.0,45,false
2939,6,5,2.2,29,false
2940,3,1,4.0,48,false
2941,3,3,3.7,41,false
2942,7,7,3.4,80,false
2943,5,3,3.0,45,false
2944,2,2,4.0,32,false
2945,2,2,4.0,32,false
2946,1,2,3.5,12,false
2947,2,3,4.0,32,false
2948,5,2,4.0,80,false
2949,12,13,3.5,147,false
2950,35,37,3.5,428,false
2951,35,32,3.3,381,false
2952,331,315,4.2,5838,true
2953,45,43,3.7,616,false
2954,59,47,3.8,851,false
2955,25,27,4.1,420,false
2956,23,17,2.9,193,false
2957,21,18,3.9,319,false
2958,29,32,3.8,418,false
2959,6,5,3.8,86,false
2960,56,59,4.3,1035,false
2961,,,,0,false
2962,,,,0,false
2963,19,7,2.4,109,false
2964,23,7,2.9,193,false
2965,1,1,3.0,9,false
2966,22,20,3.7,301,false
2967,53,59,3.4,612,false
2968,6,5,4.2,105,false
2969,17,15,4.1,285,false
2970,,,,0,false
2971,45,40,3.8,649,false
2972,86,63,3.7,1177,true
2973,33,33,3.3,359,false
2974,21,19,3.2,215,false
2975,47,17,3.1,451,false
2976,9,2,2.5,56,false
2977,118,108,3.1,1133,false
2978,9,4,3.8,129,false
2979,8,2,2.5,50,false
2980,9,1,4.0,144,false
2981,39,15,3.0,351,false
2982,52,25,3.4,601,false
2983,,,,0,false
2984,148,140,3.5,1813,true
2985,10,2,3.0,90,false
2986,,,,0,false
2987,47,19,3.2,481,false
2988,15,13,3.1,144,false
2990,45,35,3.7,616,false
2991,,4,,0,false
2992,,,,0,false
2993,85,59,3.6,1101,true
2994,97,101,3.2,993,false
2995,54,51,3.3,588,false
2996,16,16,3.6,207,false
2997,,,,0,false
2998,27,7,3.4,312,false
2999,11,1,3.0,99,false
3000,13,9,2.3,68,false
3001,34,29,3.0,306,false
3002,,7,,0,false
3003,23,7,3.6,298,false
3004,15,3,3.3,163,false
3005,7,1,2.0,28,false
3006,,5,,0,false
3007,3,2,2.5,18,false
3008,2,1,3.0,18,false
3009,23,11,2.9,193,false
3010,7,4,3.0,63,false
3011,26,15,3.2,266,false
3012,6,5,2.0,24,false
3013,8,8,3.1,76,false
3014,3,2,2.5,18,false
3015,21,9,3.0,189,false
3016,20,9,3.1,192,false
3017,,2,,0,false
3018,,,,0,false
3019,7,3,3.0,63,false
3020,7,4,3.5,85,false
3021,6,2,3.0,54,false
3022,6,3,2.3,31,false
3023,14,7,2.9,117,false
3024,,,,0,false
3025,,,,0,false
3026,3,2,2.5,18,false
3027,7,6,2.2,33,false
3028,9,10,2.9,75,false
3029,4,2,3.0,36,false
3030,3,4,3.0,27,false
3031,,,,0,false
3032,10,3,3.7,136,false
3033,3,1,3.0,27,false
3034,7,2,3.0,63,false
3035,14,9,3.1,134,false
3036,6,2,3.0,54,false
3037,,,,0,false
3038,14,5,3.0,126,false
3039,4,2,3.0,36,false
3040,,,,0,false
3041,21,9,3.0,189,false
3042,,,,0,false
3043,,9,,0,false
3044,,9,,0,false
3045,,11,,0,false
3046,,9,,0,false
3047,9,1,4.0,144,false
3048,,2,3.5,0,false
3049,,9,,0,false
3050,9,2,4.0,144,false
3051,221,198,3.5,2707,false
3052,114,97,3.9,1733,false
3053,53,54,3.4,612,false
3054,7,1,3.0,63,false
3055,11,1,2.0,44,false
3056,7,1,2.0,28,false
3057,,7,,0,false
3058,,8,,0,false
3059,6,1,4.0,96,false
3060,16,13,3.1,153,false
3061,11,4,3.3,119,false
3062,,1,,0,false
3063,11,1,2.0,44,false
3064,8,1,3.0,72,false
3065,,6,,0,false
3066,294,260,3.6,3810,true
3067,29,13,2.9,243,false
3068,,,,0,false
3069,8,6,3.3,87,false
3070,12,7,3.1,115,false
3071,,,,0,false
3072,26,16,3.1,249,false
3073,,,,0,false
3074,,,,0,false
3075,37,31,2.9,311,false
3076,,,,0,false
3077,8,7,2.7,58,false
3078,,,,0,false
3079,52,23,3.3,566,false
3080,,7,,0,false
3081,,7,,0,false
3082,89,73,3.3,969,true
3083,318,303,3.7,4353,true
3084,47,31,3.8,678,false
3085,14,8,3.6,181,false
3086,86,80,3.7,1177,true
3087,2,3,3.0,18,false
3088,23,7,3.7,314,false
3089,25,18,3.4,289,false
3090,28,32,3.6,362,false
3091,113,85,3.6,1464,false
3092,296,238,2.9,2489,false
3093,8,2,1.5,18,false
3094,62,47,3.0,558,false
3095,6,4,4.0,96,false
3096,,,,0,false
3097,56,27,3.0,504,false
3098,42,19,3.4,485,false
3099,34,20,3.4,393,false
3100,19,21,3.0,171,false
3101,,1,3.0,0,false
3102,,4,,0,false
3103,9,1,2.0,36,false
3104,28,23,3.1,269,false
3105,6,2,2.5,37,false
3106,23,6,3.8,332,false
3107,26,6,3.2,266,false
3108,36,15,3.7,492,false
3109,28,13,3.5,343,false
3110,7,1,2.0,28,false
3111,,,,0,false
3112,,,,0,false
3113,21,8,3.5,257,false
3114,25,10,2.6,169,false
3115,8,8,4.0,128,false
3116,2,1,1.0,2,false
3117,4,2,3.0,36,false
3118,,,,0,false
3119,6,11,3.3,65,false
3120,,,,0,false
3121,6,1,4.0,96,false
3122,15,2,4.0,240,false
3123,11,2,3.5,134,false
3124,9,4,2.8,70,false
3125,12,2,3.5,147,false
3126,,,,0,false
3127,15,2,3.0,135,false
3129,29,13,3.6,375,false
3130,17,6,2.8,133,false
3131,13,11,2.5,81,false
3132,14,9,2.8,109,false
3133,7,5,3.4,80,false
3134,96,102,3.7,1314,false
3135,145,151,3.5,1776,false
3136,,1,1.0,0,false
3137,32,18,3.3,348,false
3138,25,7,3.7,342,false
3139,28,6,3.3,304,false
3140,53,56,3.0,477,false
3141,20,12,3.3,217,false
3142,30,15,3.1,288,false
3143,17,15,3.2,174,false
3144,,,,0,false
3145,29,11,3.1,278,false
3146,20,7,3.4,231,false
3147,94,97,3.1,903,false
3148,30,26,2.8,235,false
3149,,,,0,false
3150,,1,3.0,0,false
3151,72,79,3.2,737,false
3152,5,7,4.1,84,false
3153,5,5,3.2,51,false
3154,33,33,4.4,638,false
3155,,1,3.0,0,false
3156,6,3,3.7,82,false
3157,126,117,3.9,1916,true
3158,24,23,4.0,384,false
3159,21,13,4.1,353,false
3160,239,223,4.2,4215,true
3161,190,196,4.1,3193,true
3162,37,36,4.3,684,false
3163,16,21,3.0,144,false
3164,45,55,3.6,583,false
3165,5,3,3.3,54,false
3166,8,10,3.9,121,false
3167,126,154,3.6,1632,false
3168,1,3,2.7,7,false
3169,9,5,3.0,81,false
3170,19,3,2.7,138,false
3171,,,,0,false
3172,19,5,3.4,219,false
3173,10,3,2.3,52,false
3175,,,,0,false
3176,,4,,0,false
3177,,5,,0,false
3178,,,,0,false
3179,13,11,2.9,109,false
3180,29,10,3.3,315,false
3181,26,14,2.6,175,false
3182,23,16,3.5,281,false
3183,,1,4.0,0,false
3184,7,2,2.5,43,false
3185,26,9,2.7,189,false
3186,253,247,3.6,3278,true
3187,69,47,3.7,944,false
3188,37,42,3.0,333,false
3189,65,75,3.6,842,false
3190,6,9,3.4,69,false
3191,6,1,4.0,96,false
3192,18,6,4.0,288,false
3193,7,1,3.0,63,false
3194,,8,,0,false
3195,23,6,2.8,180,false
3196,31,7,2.9,260,false
3197,,10,,0,false
3198,26,12,3.3,283,false
3199,56,31,2.8,439,false
3200,101,88,3.5,1237,true
3201,34,38,2.7,247,false
3202,10,8,3.8,144,false
3203,72,69,3.3,784,false
3204,42,53,3.1,403,false
3205,60,58,3.6,777,false
3206,39,31,3.3,424,false
3207,49,25,3.3,533,false
3208,,1,4.0,0,false
3209,3,1,4.0,48,false
3210,32,22,3.6,414,false
3211,16,4,3.0,144,false
3212,24,16,2.9,201,false
3213,,,,0,false
3214,,,,0,false
3215,16,16,3.1,153,false
3216,70,37,2.8,548,false
3217,101,52,2.9,849,false
3218,98,50,3.1,941,false
3219,18,4,3.0,162,false
3220,24,10,2.4,138,false
3221,26,11,2.5,162,false
3222,17,7,2.0,68,false
3223,32,12,2.9,269,false
3224,113,62,3.0,1017,false
3225,141,66,3.1,1355,true
3226,6,8,3.4,69,false
3227,124,101,3.4,1433,true
3228,66,64,3.1,634,false
3229,1,1,2.0,4,false
3230,116,67,3.2,1187,false
3231,119,53,3.0,1071,false
3232,140,69,2.8,1097,false
3233,94,49,3.2,962,false
3234,64,65,3.9,973,false
3235,55,39,3.0,495,false
3236,25,24,3.0,225,false
3237,3,4,3.3,32,false
3238,23,29,3.0,207,false
3239,2,1,4.0,32,false
3240,11,10,3.0,99,false
3241,,2,2.0,0,false
3242,14,8,3.0,126,false
3243,18,7,2.4,103,false
3244,22,10,3.0,198,false
3245,112,56,3.4,1294,true
3246,97,47,3.1,932,false
3247,72,69,3.1,691,false
3248,15,6,3.0,135,false
3249,10,2,3.0,90,false
3250,13,7,2.6,87,false
3251,21,5,2.2,101,false
3252,19,5,2.4,109,false
3253,18,7,3.3,196,false
3254,5,5,4.6,105,false
3255,81,76,4.0,1296,false
3256,54,34,4.1,907,false
3257,275,266,4.1,4622,false
3258,25,21,4.4,484,false
3259,60,28,3.0,540,false
3260,76,38,3.2,778,false
3261,68,27,3.1,653,false
3262,48,20,2.8,376,false
3263,55,26,3.5,673,false
3264,16,6,3.5,196,false
3265,60,27,2.5,375,false
3266,67,32,3.3,729,false
3267,55,29,3.2,563,false
3268,59,33,3.5,722,false
3269,14,6,3.3,152,false
3270,20,6,2.5,125,false
3271,,,,0,false
3272,10,12,3.8,144,false
3273,,1,3.0,0,false
3274,,1,2.0,0,false
3275,196,182,3.8,2830,true
3276,27,28,3.3,294,false
3277,9,1,3.0,81,false
3278,8,4,2.3,42,false
3279,7,3,2.3,37,false
3280,35,20,3.0,315,false
3281,102,100,3.4,1179,false
3282,53,46,3.6,686,false
3283,596,543,3.8,8606,true
3284,9,13,3.2,92,false
3285,20,14,2.8,156,false
3286,62,27,3.1,595,false
3287,123,101,3.3,1339,true
3288,183,174,3.4,2115,false
3289,44,37,3.1,422,false
3290,45,27,3.5,551,false
3291,32,28,2.6,216,false
3292,28,27,2.7,204,false
3293,10,4,3.0,90,false
3294,137,105,3.5,1678,true
3295,,,,0,false
3296,8,7,2.4,46,false
3297,45,21,3.0,405,false
3298,92,52,3.2,942,false
3299,52,33,4.0,832,false
3300,25,12,3.5,306,false
3301,39,18,2.9,327,false
3302,11,5,3.2,112,false
3303,18,14,3.0,162,false
3304,10,7,3.6,129,false
3305,24,22,3.1,230,false
3306,3,5,2.6,20,false
3307,24,21,3.1,230,false
3308,45,38,3.1,432,false
3309,1,3,2.0,4,false
3310,69,63,3.1,663,false
3311,25,25,3.0,225,false
3312,46,48,3.3,500,false
3313,24,27,3.1,230,false
3314,44,34,3.6,570,false
3315,3,4,3.5,36,false
3316,5,5,2.4,28,false
3317,83,56,3.8,1198,false
3318,31,23,3.1,297,false
3319,150,119,3.7,2053,true
3320,46,44,3.7,629,false
3321,30,33,3.3,326,false
3322,64,65,4.4,1239,false
3323,103,65,3.2,1054,false
3324,144,124,3.3,1568,true
3325,111,107,3.9,1688,true
3326,72,73,3.8,1039,false
3327,45,29,3.3,490,false
3328,,,,0,false
3329,8,7,2.4,46,false
3330,1,1,3.0,9,false
3331,616,549,3.8,8895,true
3332,9,7,2.6,60,false
3333,30,10,3.8,433,false
3334,85,77,2.9,714,false
3335,12,10,3.1,115,false
3336,3,6,3.2,30,false
3337,14,3,3.7,191,false
3338,62,31,3.0,558,false
3339,5,6,2.8,39,false
3340,8,6,3.3,87,false
3342,11,3,4.3,203,false
3343,217,192,3.5,2658,false
3344,37,38,3.9,562,false
3345,46,42,2.7,335,false
3346,10,4,3.0,90,false
3347,18,5,3.0,162,false
3348,78,35,3.0,702,false
3349,8,9,2.9,67,false
3350,2,4,3.8,28,false
3351,50,64,4.3,924,false
3352,,,,0,false
3353,51,49,3.0,459,false
3354,144,140,3.3,1568,true
3355,833,755,3.5,10204,true
3356,78,73,3.2,798,false
3357,25,27,3.4,289,false
3358,,,,0,false
3359,10,2,4.0,160,false
3360,8,5,4.0,128,false
3361,8,2,3.5,98,false
3362,36,15,3.0,324,false
3363,29,6,3.5,355,false
3364,46,11,2.7,335,false
3365,28,13,3.4,323,false
3366,43,29,3.3,468,false
3367,59,47,3.2,604,false
3368,8,17,3.6,103,false
3369,62,26,2.7,451,false
3370,66,36,3.7,903,false
3371,99,53,3.3,1078,false
3372,84,39,3.0,756,false
3373,44,36,3.9,669,false
3374,87,97,3.8,1256,false
3375,32,11,3.0,288,false
3376,21,6,2.8,164,false
3377,173,160,3.7,2368,true
3378,75,58,3.2,768,false
3379,64,43,3.1,615,false
3380,118,91,3.2,1208,false
3381,4,6,3.7,54,false
3382,9,9,4.1,151,false
3383,86,93,3.2,880,false
3384,19,13,2.9,159,false
3385,8,7,2.7,58,false
3386,6,6,2.3,31,false
3387,,,,0,false
3388,,,,0,false
3389,,,,0,false
3390,,,,0,false
3391,4,2,3.0,36,false
3392,4,3,2.7,29,false
3393,38,13,3.3,413,false
3394,13,6,2.3,68,false
3395,76,57,3.3,827,false
3396,16,6,2.0,64,false
3397,13,6,2.2,62,false
3398,47,21,3.0,423,false
3399,,,,0,false
3400,64,67,3.7,876,false
3401,33,19,3.0,297,false
3402,5,6,2.2,24,false
3403,172,164,4.4,3329,true
3404,54,52,4.0,864,false
3405,384,334,3.0,3456,false
3406,8,6,2.3,42,false
3408,48,44,3.3,522,false
3409,1044,948,3.7,14292,true
3410,19,7,2.6,128,false
3411,17,2,3.5,208,false
3412,13,7,3.4,150,false
3413,17,6,2.8,133,false
3414,19,8,2.6,128,false
3415,13,5,3.0,117,false
3416,12,6,2.8,94,false
3417,2,2,3.0,18,false
3418,1,3,3.3,10,false
3419,77,49,3.2,788,false
3420,74,39,3.0,666,false
3421,59,27,3.5,722,false
3422,,,,0,false
3423,,,,0,false
3424,123,96,3.7,1683,true
3425,95,65,3.0,855,false
3426,384,344,3.9,5840,true
3427,100,100,2.9,841,false
3428,31,26,3.7,424,false
3429,4,7,3.3,43,false
3430,28,40,3.1,269,false
3431,19,22,3.6,246,false
3432,,,,0,false
3433,26,29,2.7,189,false
3434,7,8,3.1,67,false
3435,40,13,3.4,462,false
3436,45,13,3.5,551,false
3437,53,23,3.0,477,false
3438,64,33,3.4,739,false
3439,14,16,2.9,117,false
3440,10,6,3.5,122,false
3441,71,53,3.7,971,false
3442,,,,0,false
3443,36,10,3.4,416,false
3444,15,5,3.2,153,false
3445,17,6,3.2,174,false
3446,,,,0,false
3447,137,106,3.4,1583,true
3448,,1,,0,false
3449,8,8,3.0,72,false
3450,,1,,0,false
3451,,1,3.0,0,false
3452,80,61,3.4,924,true
3453,,,,0,false
3454,,,,0,false
3455,7,3,2.7,51,false
3456,41,36,3.3,446,false
3457,84,58,3.2,860,true
3458,62,46,3.5,759,false
3459,72,32,3.1,691,false
3460,22,22,3.1,211,false
3461,,1,1.0,0,false
3462,50,18,2.9,420,false
3463,52,16,2.8,407,false
3464,1,4,2.5,6,false
3465,100,58,2.8,784,false
3466,15,19,3.0,135,false
3467,2,2,4.0,32,false
3468,83,67,3.7,1136,false
3469,72,46,3.1,691,false
3470,76,41,3.3,827,true
3471,5,4,3.3,54,false
3472,45,13,2.6,304,false
3473,42,12,2.7,306,false
3474,53,25,2.8,415,false
3475,,,,0,false
3476,,1,2.0,0,false
3477,30,6,2.0,120,false
3478,32,5,2.6,216,false
3479,31,10,3.0,279,false
3480,48,22,3.0,432,false
3481,,,,0,false
3482,,,,0,false
3483,47,35,3.2,481,false
3484,42,30,3.2,430,false
3485,32,7,2.4,184,false
3486,35,5,2.4,201,false
3487,66,38,3.6,855,true
3488,83,66,3.5,1016,false
3489,,,,0,false
3490,,,,0,false
3491,1,1,3.0,9,false
3492,65,30,2.9,546,false
3493,51,26,3.4,589,false
3494,58,47,3.2,593,false
3495,7,3,3.7,95,false
3496,21,22,3.2,215,false
3497,,,,0,false
3498,,,,0,false
3499,,,,0,false
3500,,,,0,false
3501,,,,0,false
3502,,,,0,false
3503,,,,0,false
3504,,,,0,false
3505,35,6,2.2,169,false
3506,54,26,2.6,365,false
3507,30,6,2.0,120,false
3508,30,5,2.2,145,false
3509,49,16,2.9,412,false
3510,,,,0,false
3511,,,,0,false
3512,,,,0,false
3513,,,,0,false
3514,,,,0,false
3515,,,,0,false
3516,,,,0,false
3517,,,,0,false
3518,,,,0,false
3519,,,,0,false
3520,,,,0,false
3521,,,,0,false
3522,,,,0,false
3523,,,,0,false
3524,,,,0,false
3525,,,,0,false
3526,,,,0,false
3527,,,,0,false
3528,,,,0,false
3529,,,,0,false
3530,,,,0,false
3531,,,,0,false
3532,,,,0,false
3533,,,,0,false
3534,,,,0,false
3535,,,,0,false
3536,35,2,3.0,315,false
3537,3,2,3.0,27,false
3538,32,28,3.1,307,false
3539,,2,3.5,0,false
3540,,22,,0,false
3541,,,,0,false
3542,27,27,3.2,276,false
3543,68,44,3.3,740,false
3544,24,2,3.5,294,false
3545,,18,,0,false
3546,70,32,2.8,548,false
3548,32,6,2.5,200,false
3549,,,,0,false
3550,,,,0,false
3551,5,2,3.0,45,false
3552,,,,0,false
3553,,,,0,false
3554,64,51,3.1,615,false
3555,7,10,2.8,54,false
3556,17,1,2.0,68,false
3557,24,17,3.8,346,false
3558,,1,4.0,0,false
3559,21,5,3.2,215,false
3560,29,12,3.9,441,false
3561,,,,0,false
3562,30,22,2.8,235,false
3563,50,41,3.5,612,false
3564,2,3,3.7,27,false
3565,3,4,3.5,36,false
3566,7,12,3.8,101,false
3567,,1,,0,false
3568,1,2,2.5,6,false
3569,21,4,2.5,131,false
3570,25,2,2.0,100,false
3571,,8,,0,false
3572,27,10,2.9,227,false
3573,20,13,3.2,204,false
3574,32,11,3.1,307,false
3575,46,25,3.4,531,false
3576,24,2,3.5,294,false
3577,10,1,3.0,90,false
3578,10,1,3.0,90,false
3579,4,2,2.0,16,false
3580,,9,,0,false
3581,69,62,3.1,663,false
3582,5,7,3.7,68,false
3583,4,3,3.0,36,false
3584,13,8,3.5,159,false
3585,132,134,3.6,1710,true
3586,14,11,3.1,134,false
3587,6,6,3.0,54,false
3588,,9,,0,false
3589,26,2,3.0,234,false
3590,39,13,2.6,263,false
3591,19,11,3.0,171,false
3592,24,17,3.1,230,false
3593,64,36,3.4,739,false
3594,4,3,3.0,36,false
3595,,,,0,false
3596,,,,0,false
3597,75,38,3.0,675,false
3598,20,3,3.0,180,false
3599,57,58,3.4,658,false
3600,10,9,3.6,129,false
3601,,,,0,false
3602,7,1,3.0,63,false
3603,37,25,3.0,333,false
3604,,,,0,false
3605,81,42,3.0,729,false
3606,,,,0,false
3607,16,1,2.0,64,false
3608,15,1,3.0,135,false
3609,54,30,3.6,699,false
3610,,,,0,false
3611,31,10,3.0,279,false
3612,2,1,4.0,32,false
3613,,,,0,false
3614,20,18,3.7,273,false
3615,,,,0,false
3616,,1,4.0,0,false
3617,3,9,3.6,38,false
3618,270,230,3.0,2430,true
3619,41,39,3.2,419,false
3620,1,2,3.0,9,false
3621,65,26,2.7,473,false
3622,,1,3.0,0,false
3623,,1,3.0,0,false
3624,40,12,2.4,230,false
3625,38,9,2.9,319,false
3626,51,23,3.1,490,false
3627,,10,,0,false
3628,5,5,2.6,33,false
3629,2,2,3.5,24,false
3630,31,12,3.8,447,false
3631,29,27,3.2,296,false
3632,3,2,3.5,36,false
3633,44,14,3.5,539,false
3634,163,147,3.1,1566,false
3635,119,100,3.0,1071,false
3636,5,7,3.3,54,false
3637,22,5,3.2,225,false
3638,17,12,3.2,174,false
3639,21,16,3.0,189,false
3640,1,1,5.0,25,false
3641,14,2,2.0,56,false
3642,20,3,2.7,145,false
3643,46,24,3.5,563,false
3644,99,59,3.1,951,true
3645,95,69,3.9,1444,true
3646,,,,0,false
3647,332,301,3.5,4067,true
3648,85,78,3.6,1101,false
3649,27,26,3.5,330,false
3650,68,52,2.7,495,false
3651,7,6,2.7,51,false
3652,9,3,3.0,81,false
3653,5,2,4.0,80,false
3654,37,9,2.8,290,false
3655,38,9,2.9,319,false
3656,10,1,3.0,90,false
3657,49,22,3.2,501,false
3658,12,11,3.1,115,false
3659,24,20,2.9,201,false
3660,40,27,2.6,270,false
3661,,,,0,false
3662,16,3,2.7,116,false
3663,,9,,0,false
3664,,,,0,false
3665,,16,,0,false
3666,19,4,3.0,171,false
3667,14,17,3.5,171,false
3668,1,2,5.0,25,false
3669,6,7,4.0,96,false
3670,1,2,4.5,20,false
3671,270,232,3.1,2594,true
3672,127,85,2.9,1068,true
3674,2,5,3.6,25,false
3675,23,2,2.5,143,false
3676,25,8,3.1,240,false
3677,20,9,3.7,273,false
3678,,8,,0,false
3679,2,2,3.5,24,false
3680,2,1,4.0,32,false
3681,15,10,3.6,194,false
3682,40,38,3.7,547,false
3683,33,7,2.4,190,false
3684,168,144,4.0,2688,true
3685,2,3,2.7,14,false
3686,29,35,3.7,397,false
3687,2,2,4.0,32,false
3688,26,8,2.9,218,false
3689,24,3,2.3,126,false
3690,,9,,0,false
3691,,9,,0,false
3692,132,103,3.4,1525,true
3693,14,12,3.3,152,false
3694,,1,,0,false
3695,,10,,0,false
3696,,1,4.0,0,false
3697,24,5,2.8,188,false
3698,17,8,3.5,208,false
3699,12,15,2.9,100,false
3700,46,15,3.0,414,false
3701,52,24,3.8,750,false
3702,101,79,3.1,970,false
3703,269,232,4.0,4304,true
3704,19,17,3.2,194,false
3705,18,9,3.2,184,false
3706,1,1,4.0,16,false
3707,43,38,3.5,526,false
3708,53,53,3.6,686,false
3709,7,4,4.0,112,false
3710,35,33,4.1,588,false
3711,478,434,3.5,5855,true
3712,97,99,3.9,1475,true
3713,69,65,3.4,797,false
3714,9,1,4.0,144,false
3715,12,2,3.5,147,false
3716,26,8,2.5,162,false
3717,28,5,2.6,189,false
3718,5,6,3.5,61,false
3719,1,2,2.5,6,false
3720,1,1,3.0,9,false
3721,,,,0,false
3722,52,23,3.4,601,false
3723,5,5,2.6,33,false
3724,,,,0,false
3725,1,2,2.5,6,false
3726,34,10,2.9,285,false
3727,8,9,2.6,54,false
3728,,,,0,false
3729,9,9,3.4,104,false
3730,34,9,2.9,285,false
3731,82,69,2.8,642,false
3732,,,,0,false
3733,26,11,3.5,318,false
3734,2,1,4.0,32,false
3735,,,,0,false
3736,,,,0,false
3737,,,,0,false
3738,,,,0,false
3739,,1,1.0,0,false
